Name,Access,Notes,Region/City,Robots/ToS,Type,URL
Hvězdárna a planetárium Hradec Králové – Program,Website,science/planetarium,Hradec Králové,,Planetarium,https://www.astrohk.cz/program/
FAČR – Fotbalová asociace ČR – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://facr.fotbal.cz/
Český svaz ledního hokeje – Rozpis,Website,sports federation calendar,ČR,,Sports federation,https://www.hokej.cz/
Česká basketbalová federace – Program,Website,sports federation calendar,ČR,,Sports federation,https://cz.basketball/kalendar
Česká volejbalová federace – Soutěže,Website,sports federation calendar,ČR,,Sports federation,https://www.cvf.cz/
Česká florbalová unie – Program,Website,sports federation calendar,ČR,,Sports federation,https://www.ceskyflorbal.cz/
Házenkářský svaz ČR – Program,Website,sports federation calendar,ČR,,Sports federation,https://www.handball.cz/
Futsal FIFA – Svaz futsalu ČR,Website,sports federation calendar,ČR,,Sports federation,https://futsal.fotbal.cz/
Český atletický svaz – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.atletika.cz/kalendar/
Český svaz cyklistiky – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.czechcyclingfederation.cz/kalendar
Česká triatlonová asociace – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.triatlon.cz/kalendar-zavodu/
Český svaz plaveckých sportů – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.czechswimming.cz/kalendar
Český svaz kanoistů – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.kanoe.cz/kalendar
Český veslařský svaz – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.veslo.cz/kalendar
Český svaz badmintonu – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.czechbadminton.cz/kalendar
Český tenisový svaz – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.cztenis.cz/kalendar
Autoklub ČR – Motorsport kalendáře,Website,sports federation calendar,ČR,,Sports federation,https://www.autoklub.cz/motorsport/kalendar/
Česká federace snowboardingu – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.czech-ski.com/snowboarding/kalendar
Svaz lyžařů ČR – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.czech-ski.com/kalendar
Český svaz stolního tenisu – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.ping-pong.cz/kalendar/
Český svaz ragby – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.rugby.cz/kalendar
Česká softballová asociace – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.softball.cz/kalendar
Česká baseballová asociace – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://www.baseball.cz/kalendar
Český svaz orientačních sportů – Kalendář,Website,sports federation calendar,ČR,,Sports federation,https://oris.orientacnisporty.cz/
Národní technické muzeum – Program,Website,museum/gallery,Praha,,Museum,https://www.ntm.cz/akce
Muzeum Kampa – Program,Website,museum/gallery,Praha,,Museum/Gallery,https://www.museumkampa.cz/program
Muzeum města Brna – Akce,Website,museum/gallery,Brno,,Museum,https://www.mmb.cz/akce
Muzeum umění a designu Benešov – Program,Website,museum/gallery,Benešov,,Museum,https://www.mudbenesov.cz/program
Oblastní galerie Liberec – Program,Website,museum/gallery,Liberec,,Gallery,https://www.ogl.cz/program
Zlínský zámek – Galerie,Website,museum/gallery,Zlín,,Gallery,https://www.zlinskyzamek.cz/program
Galerie výtvarného umění v Chebu – Program,Website,museum/gallery,Cheb,,Gallery,https://www.gavu.cz/program
Muzeum východních Čech – Program,Website,museum/gallery,Hradec Králové,,Museum,https://www.muzeumhk.cz/program
Muzeum Pardubice – Program,Website,museum/gallery,Pardubice,,Museum,https://www.vcm.cz/akce
Městská knihovna v Praze – Akce,Website,library events,Praha,,Library,https://www.mlp.cz/cz/akce/
Moravská zemská knihovna – Akce,Website,library events,Brno,,Library,https://www.mzk.cz/akce
Knihovna Jiřího Mahena – Akce,Website,library events,Brno,,Library,https://www.kjm.cz/akce
Knihovna města Ostravy – Akce,Website,library events,Ostrava,,Library,https://www.kmo.cz/akce
Jihočeská vědecká knihovna – Akce,Website,library events,České Budějovice,,Library,https://www.cbvk.cz/akce
Krajská vědecká knihovna v Liberci – Akce,Website,library events,Liberec,,Library,https://www.kvkli.cz/akce
SVK Hradec Králové – Akce,Website,library events,Hradec Králové,,Library,https://www.svkhk.cz/Pro-verejnost/Poradane-akce.aspx
SVK Ostrava – Akce,Website,library events,Ostrava,,Library,https://www.svkos.cz/akce
Krajská knihovna Karlovy Vary – Akce,Website,library events,Karlovy Vary,,Library,https://www.knihovnakv.cz/akce
Krajská knihovna Vysočiny – Akce,Website,library events,Havlíčkův Brod,,Library,https://www.kkvysociny.cz/akce
Krajská knihovna Pardubice – Akce,Website,library events,Pardubice,,Library,https://www.knihovna-pardubice.cz/akce
Městská knihovna Plzeň – Akce,Website,library events,Plzeň,,Library,https://www.knihovna.plzen.eu/akce
Krajská knihovna Františka Bartoše – Akce,Website,library events,Zlín,,Library,https://www.kfbz.cz/akce
Clarion Congress Hotel Prague – Events,Website,conference venue events,Praha,,Conference center,https://www.clarioncongresshotelprague.com/events
Clarion Congress Ostrava – Events,Website,conference venue events,Ostrava,,Conference center,https://www.clarionhotelostrava.cz/akce
Cubex Centre Prague – Events,Website,conference venue events,Praha,,Conference center,https://www.cubexcentrum.cz/akce
Vienna House Andel’s Prague – Events,Website,conference venue events,Praha,,Conference center,https://www.viennahouse.com/en/andels-prague/events.html
Orea Congress Hotel Brno – Events,Website,conference venue events,Brno,,Conference center,https://www.oreacongresshotelbrno.cz/akce
Olomouc – NH Collection – Events,Website,conference venue events,Olomouc,,Conference center,https://www.nh-hotels.com/hotel/nh-collection-olomouc-congress/meetings-events
Colosseum Ticket – Akce,Website,ticketing,ČR,,Ticketing,https://www.colosseumticket.cz/
SMSTicket – Akce,Website,ticketing,ČR,,Ticketing,https://www.smsticket.cz/
Ticket Art – Akce,Website,ticketing,ČR,,Ticketing,https://www.ticket-art.cz/
Enteria Ticket – Akce,Website,ticketing,Pardubice/ČR,,Ticketing,https://www.enteria.cz/ticket
Vstupenky Brno – Akce,Website,ticketing,Brno,,Ticketing,https://www.vstupenkabrno.cz/
Cheb – Akce,Website,city calendar,Cheb,,City portal,https://www.cheb.cz/akce
Sokolov – Akce,Website,city calendar,Sokolov,,City portal,https://www.sokolov.cz/akce
Klatovy – Akce,Website,city calendar,Klatovy,,City portal,https://www.klatovy.cz/akce
Domažlice – Akce,Website,city calendar,Domažlice,,City portal,https://www.domazlice.eu/akce
Rokycany – Akce,Website,city calendar,Rokycany,,City portal,https://www.rokycany.cz/akce
Příbram – Akce,Website,city calendar,Příbram,,City portal,https://www.pribram.eu/akce
Český Krumlov – Akce,Website,city calendar,Český Krumlov,,City portal,https://www.ckrumlov.info/cz/akce/
Tábor – Infocentrum – Akce,Website,city calendar,Tábor,,City portal,https://www.visittabor.eu/akce
Tachov – Akce,Website,city calendar,Tachov,,City portal,https://www.tachov-mesto.cz/akce
Neratovice – Akce,Website,city calendar,Neratovice,,City portal,https://www.neratovice.cz/akce
Litomyšl – Akce,Website,city calendar,Litomyšl,,City portal,https://www.litomysl.cz/akce
Polička – Akce,Website,city calendar,Polička,,City portal,https://policka.org/akce
Varnsdorf – Akce,Website,city calendar,Varnsdorf,,City portal,https://www.varnsdorf.cz/akce
Rýmařov – Akce,Website,city calendar,Rýmařov,,City portal,https://www.rymarov.cz/akce
Hranice – Akce,Website,city calendar,Hranice,,City portal,https://www.mesto-hranice.cz/akce
Koprivnice – Akce,Website,city calendar,Kopřivnice,,City portal,https://www.koprivnice.cz/akce
Uherský Brod – Kultura,Website,city calendar,Uherský Brod,,City portal,https://www.mestoub.cz/akce
Uherský Ostroh – Akce,Website,city calendar,Uherský Ostroh,,City portal,https://www.uherskyostroh.cz/akce
Boskovice – Akce,Website,city calendar,Boskovice,,City portal,https://www.boskovice.cz/akce
Tišnov – Akce,Website,city calendar,Tišnov,,City portal,https://www.tisnov.cz/akce
Žďár nad Sázavou – Kultura 2,Website,city calendar,Žďár n. S.,,City portal,https://www.zdarns.cz/udalosti/kalendar
Kroměříž – Infocentrum – Akce,Website,city calendar,Kroměříž,,City portal,https://www.kromeriz.eu/akce
Uherské Hradiště – Kultura,Website,city calendar,Uherské Hradiště,,City portal,https://www.kkuh.cz/akce
Kyjov – Akce,Website,city calendar,Kyjov,,City portal,https://www.mestokyjov.cz/akce
Valašské Klobouky – Akce,Website,city calendar,Valašské Klobouky,,City portal,https://www.valasskeklobouky.cz/akce
Bílovec – Akce,Website,city calendar,Bílovec,,City portal,https://www.bilovec.cz/akce
Studénka – Akce,Website,city calendar,Studénka,,City portal,https://www.mesto-studenka.cz/akce
Rožnov pod Radhoštěm – Akce,Website,city calendar,Rožnov p. R.,,City portal,https://www.roznov.cz/akce
Vrchlabí – Akce,Website,city calendar,Vrchlabí,,City portal,https://www.muvrchlabi.cz/akce
Turnov – Akce,Website,city calendar,Turnov,,City portal,https://www.turnov.cz/akce
Jablunkov – Akce,Website,city calendar,Jablunkov,,City portal,https://www.jablunkov.cz/akce
Třeboň – Infocentrum – Akce,Website,city calendar,Třeboň,,City portal,https://www.itrebon.cz/kalendar-akci
Mezinárodní filmový festival Praha – Febiofest,Website,festival,Praha,,Festival,https://www.febiofest.cz/
Letní Letná,Website,festival,Praha,,Festival,https://www.letniletna.cz/
Colours OFF – Meltingpot,Website,festival,Ostrava,,Festival,https://www.meltingpotforum.com/
Film Music Prague Festival,Website,festival,Praha,,Festival,https://www.filmmusicprague.com/
Designblok,Website,festival,Praha,,Festival,https://www.designblok.cz/
Prague Pride,Website,festival,Praha,,Festival,https://www.praguepride.com/
Signal – OFF program,Website,festival,Praha,,Festival,https://www.signalfestival.com/program
Industrial festival Hradec – Rock/metal,Website,festival,Hradec Králové,,Festival,https://www.hradeckralove.cz/kalendar-akci
MFF Jihlava – dokumentární film,Website,festival,Jihlava,,Festival,https://www.ji-hlava.com/
Divadelní svět Brno,Website,festival,Brno,,Festival,https://www.divadelnisvet.cz/
Festival příležitostí – Zlín Design Week,Website,festival,Zlín,,Festival,https://www.zlindesignweek.com/
Majáles Praha,Website,festival,Praha,,Festival,https://majales.cz/praha/
Majáles Brno,Website,festival,Brno,,Festival,https://majales.cz/brno/
Majáles Hradec Králové,Website,festival,Hradec Králové,,Festival,https://majales.cz/hradec/
Slavnosti svobody Plzeň,Website,festival,Plzeň,,Festival/City,https://www.slavnostisvobody.cz/
Smetanova Litomyšl,Website,festival,Litomyšl,,Festival,https://smetanovalitomysl.cz/
Janáček Brno,Website,festival,Brno,,Festival,https://www.janacek-brno.cz/
Duplex Prague – Program,Website,club/music venue,Praha,,Club,https://www.duplex.cz/program
Radost FX – Program,Website,club/music venue,Praha,,Club,https://www.radostfx.cz/program
Roxy Brno (Kabinet MÚZ alt already) – Alternativa,Website,club/music venue,Brno,,Club,https://www.moro.cz/program
Jazz Tibet Club – Program,Website,club/music venue,Olomouc,,Club,https://www.jazztibet.cz/program
Bunkr Club – Program,Website,club/music venue,Brno,,Club,https://www.bunkrclub.cz/program
Barum Czech Rally Zlín – Program,Website,club/music venue,Zlín,,Sports/Auto,https://www.czechrally.com/programme
Kofola Music Club – Program,Website,club/music venue,Krnov,,Club,https://www.kofolaclub.cz/program
Majestic Music Club – Program,Website,club/music venue,Praha,,Club,https://www.lucerna.cz/program
KC Dunaj (SK) – ignore,Website,club/music venue,Bratislava,,Club,https://www.kcdunaj.sk/program
Stereogram – Program,Website,club/music venue,Ostrava,,Club,https://stereogram.cz/program
Česká federace cheerleaders – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.czechcheer.cz/kalendar
Český svaz tanečního sportu – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.csts.cz/kalendar
Česká federace aerobic – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.cfa.cz/kalendar
Český svaz kulturistiky a fitness – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.skfcr.cz/kalendar-akci
Česká asociace inline hokeje – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.inlinehokej.cz/kalendar
Český svaz krasobruslení – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.czechskating.org/kalendar
Český svaz lukostřelby – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.czecharchery.cz/kalendar
Český šachový svaz – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.chess.cz/kalendar
Český svaz malého fotbalu – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.malyfotbal.cz/
Česká asociace Ultimate frisbee – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.cald.cz/kalendar
Český svaz házené plážové – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.handball.cz/plazova-.cz/kalendar
Český svaz boxu – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.czechboxing.cz/kalendar
Český svaz MMA – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.csmma.cz/akce
Český svaz judo – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.czechjudo.org/kalendar
Český svaz taekwondo WTF – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.taekwondo.cz/kalendar
Český svaz karate – Kalendář,Website,sports federation/other,ČR,,Sports federation,https://www.czechkarate.cz/kalendar
Český vesnický fotbal – okresy (orientačně),Website,sports federation/other,ČR,,Sports,https://is.fotbal.cz/
Národní knihovna ČR – Akce,Website,library events,Praha,,Library,https://www.nkp.cz/o-knihovne/akce
Vědecká knihovna Olomouc – Akce,Website,library events,Olomouc,,Library,https://www.vkol.cz/akce
Knihovna města Hradce Králové – Akce,Website,library events,Hradec Králové,,Library,https://www.knihovnahk.cz/akce
Knihovna Karviná – Akce,Website,library events,Karviná,,Library,https://www.knihovnakarvina.cz/akce
Knihovna Třinec – Akce,Website,library events,Třinec,,Library,https://www.knihovna.trinecko.cz/akce
Knihovna Kroměřížska – Akce,Website,library events,Kroměříž,,Library,https://www.knihkm.cz/akce
Knihovna Břeclav – Akce,Website,library events,Břeclav,,Library,https://www.knihovnabreclav.cz/akce
Knihovna Vyškov – Akce,Website,library events,Vyškov,,Library,https://www.knihovna-vyskov.cz/akce
